go .	va !
do you like it ?	ca te plait ?
do you love me ?	m aimes tu ?
do you love me ?	est ce que tu m aimes ?
do you love me ?	m aimez vous ?
do you love me ?	tu m aimes ?
don t leave me .	ne me quitte pas .
don t leave me .	ne me quittez pas .
don t leave us .	ne nous quitte pas !
don t leave us .	ne nous quittez pas !
don t say that .	ne dis pas ca .
don t say that .	ne dites pas ca .
don t stop him .	ne l arrete pas .
don t stop him .	ne l arretez pas .
get in the car .	monte dans la voiture !
get in the car .	montez dans la voiture !
get in the car .	grimpe dans la voiture !
get in the car .	grimpez dans la voiture !
get on with it .	continuez !
get on with it .	continue !
give it to her .	donne le lui .
give it to him .	donne le lui .
go look for it .	va le chercher !
go look for it .	va la chercher !
he can t do it .	il est incapable de le faire .
he can t do it .	il n est pas capable de le faire .
he could do it .	lui pourrait le faire .
he should come .	il devrait arriver .
he will not go .	il n ira pas .
he s all right .	il va bien .
he s not going .	il n y va pas .
he s not going .	il ne s y rend pas .
he s not going .	il ne s en va pas .
he s not ready .	il n est pas pret .
how can i help ?	de quelle maniere puis je aider ?
how did i look ?	de quoi ai je eu l air ?
how did i look ?	de quoi avais je l air ?
how did you do ?	comment avez vous fait ?
how did you do ?	comment as tu fait ?
how good is he ?	jusqu a quel point est il bon ?
how s it going ?	ca va ?
how s it going ?	comment cela se passe t il ?
i am not happy .	je ne suis pas content .
i am not happy .	je ne suis pas heureux .
i am not happy .	je ne suis pas heureuse .
i am not happy .	je ne suis pas contente .
i can help tom .	je peux aider tom .
i can t get in .	je ne parviens pas a y penetrer .
i can t get in .	je ne parviens pas a y entrer .
i can t go out .	je ne peux pas sortir .
i can t see it .	je ne peux pas la voir .
i didn t do it .	je ne l ai pas fait .
i do know that .	je le sais bien .
i don t get it .	je ne comprends pas .
i don t get it .	ca m echappe .
i don t get it .	je capte pas .
i don t get it .	je ne capte pas .
i feel for you .	je compatis avec toi .
i have no time .	je n ai pas le temps .
i have no time .	je n ai pas le temps .
i have to stop .	il me faut arreter .
i have to stop .	je dois arreter .
i have to stop .	il me faut cesser .
i have to stop .	je dois cesser .
i love it here .	j adore ici .
i love my home .	j adore mon foyer .
i love my home .	j adore mon chez moi .
i love you all .	je vous aime tous .
i love you all .	je vous adore tous .
i must see you .	il me faut vous voir .
i must see you .	il me faut te voir .
i need to stop .	il faut que j arrete .
i think we can .	je crois que nous le pouvons .
i want to come .	je veux venir .
i was so happy .	j etais tellement heureux .
i was so happy .	j etais tellement heureuse .
i work for tom .	je travaille pour tom .
i ll come back .	je reviens .
i ll come back .	je reviendrai .
i ll do it now .	je vais le faire maintenant .
i ll need that .	j aurai besoin de ca .
i ll need this .	j aurai besoin de ceci .
i ll need this .	je vais avoir besoin de ceci .
i ll see to it .	je m en chargerai .
i m going back .	j y retourne .
i m going home .	je rentre chez moi .
i m happy here .	je suis heureux ici .
i m happy here .	je suis heureuse ici .
i m in the car .	je suis dans la voiture .
i m one of you .	je suis l un de vous .
i m one of you .	je suis l un d entre vous .
i m still busy .	je suis toujours occupe .
i m still busy .	je suis encore occupee .
i m still here .	je suis encore ici .
is it in there ?	est ce la dedans ?
is she at home ?	est elle chez elle ?
is she at home ?	est elle chez nous ?
is she at home ?	est elle a la maison ?
is that for me ?	est ce pour moi ?
it didn t help .	cela n a pas aide .
it didn t work .	ca a foire .
it ll work now .	ca fonctionnera dorenavant .
it s all right .	tout va bien .
it s all right .	ce n est pas grave .
it s all there .	tout est la .
it s not a dog .	ce n est pas un chien .
it s not a dog .	ce n est pas un mauvais placement .
it s not right .	ce n est pas correct .
it s not right .	c est inexact .
it s not right .	ce n est pas exact .
it s up to you .	c est a toi de voir .
it s up to you .	ca depend de toi .
it s up to you .	ca depend de vous .
it s up to you .	c est a vous de voir .
it s what i am .	c est ce que je suis .
leave it there .	laissez la la .
leave it to me .	laissez moi m en occuper .
leave it to me .	laisse moi m en charger .
leave it to us .	laissez nous cela !
leave me alone !	fiche moi la paix !
leave me alone !	laisse moi seule !
leave me alone !	laisse moi tranquille !
leave me alone !	laissez moi tranquille !
leave me alone !	laisse moi en paix !
leave me alone !	laissez moi tranquille !
leave me alone .	laisse moi tranquille .
leave me alone .	laissez moi tranquille .
leave me alone .	laisse moi seule !
leave me alone .	laissez moi tranquille !
leave me alone .	fous moi la paix !
leave us alone .	fiche nous la paix !
leave us alone .	fichez nous la paix !
leave us alone .	laisse nous tranquilles !
may i eat this ?	puis je manger ceci ?
no one can say .	personne ne peut le dire .
no one can see .	personne ne peut voir .
no one is home .	personne n est chez lui .
no one is home .	personne n est a la maison .
now i know why .	maintenant je sais pourquoi .
she is out now .	elle est en deplacement en ce moment .
she s not here .	elle n est pas ici .
should i leave ?	devrais je partir ?
that ll be all .	ce sera tout .
that s for you .	c est pour toi .
that s not how .	ce n est pas comme ca .
that s not why .	ce n est pas la raison .
that s not why .	ca n en est pas la raison .
that s the one .	c est celui la .
that s the one .	c est celle la .
they are alone .	elles sont seules .
they are alone .	ils sont seuls .
they have come .	ils sont arrives .
they have come .	elles sont arrivees .
they have come .	ils sont venus .
they have come .	elles sont venues .
they want this .	ils veulent ceci .
they want this .	elles veulent ceci .
they were busy .	ils etaient occupes .
they were busy .	elles etaient occupees .
this is my car .	c est ma voiture .
time will tell .	l avenir le dira .
tom can t help .	tom n y peut rien .
tom did it all .	tom a tout fait .
tom is at work .	tom est en train de travailler .
tom isn t here .	tom n est pas ici .
tom won t know .	tom ne va pas savoir .
tom won t know .	tom ne saura pas .
tom s not here .	tom n est pas ici .
try to stop me .	essaie de m arreter !
try to stop me .	essayez de m arreter !
we all do that .	nous le faisons tous .
we all know it .	nous le savons tous .
we all know it .	nous le savons toutes .
we can do that .	nous pouvons faire ca .
we have it all .	nous avons de tout .
we must go now .	nous devons y aller maintenant .
we need to eat .	il nous faut manger .
we should help .	nous devrions donner un coup de main .
we ll be there .	nous serons la .
we ll be there .	nous y serons .
we ll be there .	on y sera .
we ll be there .	on sera la .
we ll help you .	nous t aiderons .
we ll help you .	nous vous aiderons .
we re all busy .	nous sommes tous occupes .
we re all busy .	nous sommes toutes occupees .
we re here now .	nous y sommes actuellement .
we re not home .	nous ne sommes pas a la maison .
we re not home .	nous ne sommes pas chez nous .
were they good ?	etaient ils bons ?
were they good ?	etaient elles bonnes ?
were you happy ?	etais tu heureux ?
were you happy ?	etais tu heureuse ?
were you happy ?	etiez vous heureux ?
were you happy ?	etiez vous heureuse ?
were you happy ?	etiez vous heureuses ?
were you there ?	y etais tu ?
were you there ?	y etiez vous ?
what did i get ?	qu ai je obtenu ?
what do i have ?	qu ai je ?
what do you do ?	que fais tu ?
what do you do ?	que faites vous ?
what s it like ?	comment est ce ?
where are they ?	ou sont ils ?
where are they ?	ou sont elles ?
where were you ?	ou etais tu ?
will you do it ?	le feras tu ?
you have to go .	il faut que tu t en ailles .
you have to go .	tu dois y aller .
you have to go .	tu dois partir .
you have to go .	tu dois t en aller .
you have to go .	il vous faut partir .
you have to go .	il te faut partir .
you must do it .	tu dois le faire .
you must do it .	vous devez le faire .
you must leave .	il faut que tu t en ailles .
you need to go .	il faut que tu t en ailles .
you should eat .	tu devrais manger .
you should eat .	vous devriez manger .
you were happy .	tu etais heureux .
you were happy .	tu etais heureuse .
you were happy .	vous etiez heureux .
you were happy .	vous etiez heureuses .
you d like tom .	tu aimerais tom .
you d like tom .	vous aimeriez tom .
you re in love .	tu es amoureux .
you re in love .	tu es amoureuse .
you re in love .	vous etes amoureux .
you re in love .	vous etes amoureuse .
you re in love .	vous etes amoureuses .
you re no help .	tu n es d aucune aide .
you re no help .	vous n etes d aucune aide .
am i alone here ?	est ce que je suis seul ici ?
are we all here ?	sommes nous tous la ?
are we all here ?	sommes nous toutes la ?
are you at home ?	tu es chez toi ?
are you at work ?	es tu au travail ?
are you at work ?	etes vous au travail ?
can i leave now ?	puis je m en aller maintenant ?
can they see me ?	peuvent ils me voir ?
can they see me ?	sont ils en mesure de me voir ?
can they see me ?	peuvent elles me voir ?
can they see me ?	sont elles en mesure de me voir ?
can they see us ?	sont ils en mesure de nous voir ?
can they see us ?	sont elles en mesure de nous voir ?
can they see us ?	peuvent ils nous voir ?
can they see us ?	peuvent elles nous voir ?
can we help you ?	pouvons nous vous aider ?
can we help you ?	pouvons nous t aider ?
can you help me ?	pourrais tu m aider ?
can you help me ?	peux tu m aider ?
can you help me ?	pouvez vous m aider ?
can you help me ?	peux tu m aider ?
can you help us ?	pouvez vous nous aider ?
can you help us ?	peux tu nous aider ?
can you see tom ?	peux tu voir tom ?
can you see tom ?	pouvez vous voir tom ?
come on up here .	grimpe ici !
come on up here .	grimpe la !
come on get up .	allez leve toi .
did he go there ?	est il alle la bas ?
did he go there ?	est il alle la ?
did he go there ?	s y est il rendu ?
did he go there ?	y est il alle ?
did he say that ?	est ce qu il a dit ca ?
did she like it ?	est ce qu elle a aime ?
did she like it ?	elle a aime ?
did you do this ?	as tu fait ceci ?
did you do this ?	avez vous fait ceci ?
did you like it ?	l as tu aime ?
did you like it ?	l as tu aimee ?
did you like it ?	l avez vous aime ?
did you like it ?	l avez vous aimee ?
did you need me ?	avais tu besoin de moi ?
did you need me ?	aviez vous besoin de moi ?
do i have to go ?	dois je y aller ?
do it right now .	faites le immediatement .
do we have time ?	avons nous le temps ?
do you have one ?	en as tu un ?
do you have one ?	en avez vous un ?
do you know tom ?	vous connaissez tom ?
do you know tom ?	connais tu tom ?
do you know her ?	la connaissez vous ?
do you know her ?	la connais tu ?
do you know him ?	vous le connaissez ?
do you know him ?	le connaissez vous ?
do you know why ?	sais tu pourquoi ?
do you know why ?	savez vous pourquoi ?
do you know why ?	est ce que tu sais pourquoi ?
do you know why ?	est ce que vous savez pourquoi ?
do you love tom ?	est ce que tu aimes tom ?
do you love tom ?	etes vous amoureuse de tom ?
do you see that ?	vois tu ca ?
do you think so ?	penses tu la meme chose ?
do you think so ?	le pensez vous ?
do you think so ?	le penses tu ?
do you want him ?	avez vous besoin de lui ?
don t come here .	ne viens pas ici !
don t come here .	ne venez pas ici !
don t look back .	ne regarde pas derriere toi .
get out of here .	sors d ici !
get out of here .	sortez d ici !
he may be there .	peut etre s y trouve t il .
he may not come .	il pourrait ne pas venir .
he s right here .	il est juste la .
how are you all ?	comment allez vous tous ?
how can that be ?	comment cela se peut il ?
how can this be ?	comment cela se peut il ?
how can we tell ?	comment pouvons nous le dire ?
how could it be ?	comment cela se pourrait il ?
how could it be ?	comment ce pourrait il etre ?
how did it feel ?	qu as tu ressenti ?
how did it feel ?	qu avez vous ressenti ?
how do you know ?	comment savez vous ?
how do you know ?	comment le sais tu ?
how is it going ?	ca va ?
how is it going ?	comment cela se passe t il ?
how d you do it ?	comment avez vous fait ?
i can get us in .	je peux nous faire rentrer .
i can t do that .	je n arrive pas a faire ca .
i can t do that .	je n y arrive pas .
i can t do that .	je n arrive pas a le faire .
i can t feel it .	je ne le ressens pas .
i can t feel it .	je ne parviens pas a le percevoir .
i can t feel it .	je ne le percois pas .
i can t give up .	je ne peux pas m arreter .
i can t give up .	je n arrive pas a arreter .
i can t give up .	je ne peux pas me rendre .
i can t give up .	je ne peux pas admettre ma defaite .
i can t give up .	je ne parviens pas a admettre ma defaite .
i can t help it .	je ne peux pas m en empecher .
i didn t say it .	je ne l ai pas dit .
i didn t see it .	je ne l ai pas vu .
i don t like it .	ca ne me plait pas .
i don t need it .	je n en ai pas besoin .
i don t see how .	je ne vois pas comment .
i don t see how .	je ne vois pas de quelle maniere .
i don t want it .	je ne le veux pas .
i don t want it .	je n en veux pas .
i just got here .	je viens d arriver ici .
i just got that .	je viens de recevoir ca .
i know tom well .	j ai bien connu tom .
i know all this .	je sais tout ceci .
i know her well .	je la connais bien .
i like that one .	j aime celui la .
i like that one .	j aime celle la .
i like this one .	j aime celui ci .
i like your dog .	j aime ton chien .
i like your dog .	j aime votre chien .
i love this one .	j adore celui ci .
i love you tom .	je t adore tom .
i love your car .	j aime votre voiture .
i made that one .	j ai fait celle la .
i made that one .	j ai confectionne celle la .
i made that one .	j ai realise celle la .
